taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Plateumaris|discolor|(Panz.),COUN000508|2493,species,species,CHRYSOMELIDAE,Plateumaris,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Platystethus|cornutus|(Grav.),COUN000508|2493,species,species,STAPHYLINIDAE,Platystethus,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Pterostichus|diligens|(Sturm),COUN000508|2493,species,species,CARABIDAE,Pterostichus,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Pterostichus|diligens|(Sturm),COUN001138|5310,species,species,CARABIDAE,Pterostichus,5310,44.78361,6.288611,sequences,7622,7207,7414.5,415,7500,15
Pterostichus|diligens|(Sturm),COUN001138|5311,species,species,CARABIDAE,Pterostichus,5311,44.78361,6.288611,sequences,7489,7061,7275,428,7500,15
Pterostichus|diligens|(Sturm),COUN001138|5312,species,species,CARABIDAE,Pterostichus,5312,44.78361,6.288611,sequences,7287,6828,7057.5,459,7500,15
Quedius|punctatellus|(Heer),COUN001138|5310,species,species,STAPHYLINIDAE,Quedius,5310,44.78361,6.288611,sequences,7622,7207,7414.5,415,7500,15
Semiadalia|rufocincta|(Muls.),COUN001138|5312,species,species,COCCINELLIDAE,Semiadalia,5312,44.78361,6.288611,sequences,7287,6828,7057.5,459,7500,15
Silpha|tyrolensis|Laich.,COUN001138|5310,species,species,SILPHIDAE,Silpha,5310,44.78361,6.288611,sequences,7622,7207,7414.5,415,7500,15
Stictotarsus|griseostriatus|(Deg.),COUN000508|2493,species,species,DYTISCIDAE,Stictotarsus,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Stictotarsus|griseostriatus|(Deg.),COUN000747|3489,species,species,DYTISCIDAE,Stictotarsus,3489,44.05778,7.457222,sequences,7426,7205,7315.5,221,7500,15
Tachinus|elongatus|Gyll.,COUN000508|2493,species,species,STAPHYLINIDAE,Tachinus,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Tetartopaeus|terminatus|(Grav.),COUN001138|5312,species,species,STAPHYLINIDAE,Tetartopaeus,5312,44.78361,6.288611,sequences,7287,6828,7057.5,459,7500,15
Tomicus|piniperda|(L.),COUN000508|2493,species,species,SCOLYTIDAE,Tomicus,2493,45.04333,5.929167,sequences,7830,6933,7381.5,897,7500,15
Agabus|bipustulatus|(L.),COUN000747|3491,species,species,DYTISCIDAE,Agabus,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Agabus|bipustulatus|(L.),COUN000747|3492,species,species,DYTISCIDAE,Agabus,3492,44.057777,7.457222,sequences,7938,7678,7808,260,8000,16
Agabus|bipustulatus|(L.),COUN001138|5309,species,species,DYTISCIDAE,Agabus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Amara|curta|Dej.,COUN000508|2492,species,species,CARABIDAE,Amara,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Ampedus|balteatus|(L.),COUN000508|2492,species,species,ELATERIDAE,Ampedus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Amphichroum|hirtellum|(Heer),COUN001138|5309,species,species,STAPHYLINIDAE,Amphichroum,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Anastrangalia|dubia|(Scopoli),COUN001138|5307,species,species,CERAMBYCIDAE,Anastrangalia,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Anthonomus|phyllocola|(Hbst.),COUN000508|2492,species,species,CURCULIONIDAE,Anthonomus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Anthophagus|alpinus|(Payk.),COUN001138|5309,species,species,STAPHYLINIDAE,Anthophagus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Anthophagus|bicornis|(Block),COUN000508|2492,species,species,STAPHYLINIDAE,Anthophagus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Anthophagus|bicornis|(Block),COUN001138|5307,species,species,STAPHYLINIDAE,Anthophagus,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Anthophagus|bicornis|(Block),COUN001138|5309,species,species,STAPHYLINIDAE,Anthophagus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Aphodius|abdominalis|Bonelli,COUN000508|2492,species,species,SCARABAEIDAE,Aphodius,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Aphodius|abdominalis|Bonelli,COUN000747|3491,species,species,SCARABAEIDAE,Aphodius,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Aphodius|abdominalis|Bonelli,COUN001138|5307,species,species,SCARABAEIDAE,Aphodius,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Aphodius|abdominalis|Bonelli,COUN001138|5308,species,species,SCARABAEIDAE,Aphodius,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Aphodius|abdominalis|Bonelli,COUN001138|5309,species,species,SCARABAEIDAE,Aphodius,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Aphodius|obscurus|(F.),COUN001138|5307,species,species,SCARABAEIDAE,Aphodius,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Bitoma|crenata|(F.),COUN000508|2492,species,species,COLYDIIDAE,Bitoma,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Brachypterus|glaber|(Steph.),COUN000747|3491,species,species,BRACHYPTERIDAE,Brachypterus,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Byrrhus|pustulatus|(Forst.),COUN000508|2492,species,species,BYRRHIDAE,Byrrhus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Calathus|micropterus|(Duft.),COUN000508|2492,species,species,CARABIDAE,Calathus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Cantharis|tristis|F.,COUN001138|5307,species,species,CANTHARIDAE,Cantharis,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Cantharis|tristis|F.,COUN001138|5308,species,species,CANTHARIDAE,Cantharis,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Cantharis|tristis|F.,COUN001138|5309,species,species,CANTHARIDAE,Cantharis,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Corticeus|linearis|(F.),COUN000508|2492,species,species,TENEBRIONIDAE,Corticeus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Cossonus|linearis|(F.),COUN000508|2492,species,species,CURCULIONIDAE,Cossonus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Cryptophagus|acutangulus|Gyll.,COUN000508|2492,species,species,CRYPTOPHAGIDAE,Cryptophagus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Ctenicera|cuprea|(F.),COUN000508|2492,species,species,ELATERIDAE,Ctenicera,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Dalopius|marginatus|(L.),COUN001138|5308,species,species,ELATERIDAE,Dalopius,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Dascillus|cervinus|(L.),COUN001138|5308,species,species,DASCILLIDAE,Dascillus,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Dascillus|cervinus|(L.),COUN001138|5309,species,species,DASCILLIDAE,Dascillus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Deporaus|betulae|(L.),COUN001138|5309,species,species,CURCULIONIDAE,Deporaus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Donacia|obscura|Gyll.,COUN000508|2492,species,species,CHRYSOMELIDAE,Donacia,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Drusilla|canaliculata|(F.),COUN000508|2492,species,species,STAPHYLINIDAE,Drusilla,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Dryophilus|pusillus|(Gyll.),COUN000747|3491,species,species,ANOBIIDAE,Dryophilus,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Dryophilus|pusillus|(Gyll.),COUN000747|3492,species,species,ANOBIIDAE,Dryophilus,3492,44.057777,7.457222,sequences,7938,7678,7808,260,8000,16
Enochrus|fuscipennis|(Thoms.),COUN000508|2492,species,species,HYDROPHILIDAE,Enochrus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Euheptaulacus|carinatus|(Germ.),COUN001138|5309,species,species,SCARABAEIDAE,Euheptaulacus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Gastrophysa|viridula|(Deg.),COUN000747|3491,species,species,CHRYSOMELIDAE,Gastrophysa,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Gastrophysa|viridula|(Deg.),COUN000747|3492,species,species,CHRYSOMELIDAE,Gastrophysa,3492,44.057777,7.457222,sequences,7938,7678,7808,260,8000,16
Grynobius|planus|(F.),COUN001138|5309,species,species,ANOBIIDAE,Grynobius,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Helophorus|flavipes|F.,COUN000508|2492,species,species,HYDROPHILIDAE,Helophorus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Helophorus|glacialis|Villa,COUN000508|2492,species,species,HYDROPHILIDAE,Helophorus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Helophorus|glacialis|Villa,COUN000747|3491,species,species,HYDROPHILIDAE,Helophorus,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Helophorus|glacialis|Villa,COUN001138|5309,species,species,HYDROPHILIDAE,Helophorus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Helophorus|schmidti|Villa,COUN000508|2492,species,species,HYDROPHILIDAE,Helophorus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Hydrobius|fuscipes|agg.,COUN000508|2492,species,species,HYDROPHILIDAE,Hydrobius,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Hydrobius|fuscipes|agg.,COUN001138|5309,species,species,HYDROPHILIDAE,Hydrobius,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Hydroglyphus|pusillus|(F.),COUN000508|2492,species,species,DYTISCIDAE,Hydroglyphus,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Hylastes|ater|(Payk.),COUN000508|2492,species,species,SCOLYTIDAE,Hylastes,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Hypera|suspiciosa|(Hbst.),COUN000508|2492,species,species,CURCULIONIDAE,Hypera,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Laricobius|erichsonii|Rosen.,COUN000747|3491,species,species,DERODONTIDAE,Laricobius,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Lesteva|longoelytrata|(Goeze),COUN001138|5307,species,species,STAPHYLINIDAE,Lesteva,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Lesteva|longoelytrata|(Goeze),COUN001138|5308,species,species,STAPHYLINIDAE,Lesteva,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Limnebius|truncatellus|(Thun.),COUN000747|3492,species,species,HYDRAENIDAE,Limnebius,3492,44.057777,7.457222,sequences,7938,7678,7808,260,8000,16
Limnebius|truncatellus|(Thun.),COUN001138|5308,species,species,HYDRAENIDAE,Limnebius,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Limnebius|truncatellus|(Thun.),COUN001138|5309,species,species,HYDRAENIDAE,Limnebius,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Micropeplus|tesserula|Curtis,COUN000747|3491,species,species,STAPHYLINIDAE,Micropeplus,3491,44.057777,7.457222,sequences,7762,7521,7641.5,241,8000,16
Olophrum|consimile|(Gyll.),COUN000508|2492,species,species,STAPHYLINIDAE,Olophrum,2492,45.043335,5.929167,sequences,8044,7363,7703.5,681,8000,16
Olophrum|consimile|(Gyll.),COUN000747|3492,species,species,STAPHYLINIDAE,Olophrum,3492,44.057777,7.457222,sequences,7938,7678,7808,260,8000,16
Olophrum|consimile|(Gyll.),COUN001138|5308,species,species,STAPHYLINIDAE,Olophrum,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Omalium|excavatum|Steph.,COUN000747|3491,species,species,STAPHYLINIDAE,Omalium,3491,44.05778,7.457222,sequences,7762,7521,7641.5,241,8000,16
Oreina|speciosa|L.,COUN000508|2492,species,species,CHRYSOMELIDAE,Oreina,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Otiorhynchus|hypocrita|Rosen.,COUN000508|2492,species,species,CURCULIONIDAE,Otiorhynchus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Otiorhynchus|varius|Bohe.,COUN000508|2492,species,species,CURCULIONIDAE,Otiorhynchus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Palaeostigus|ruficornis|(Mots.),COUN000747|3492,species,species,SCYDMAENIDAE,Palaeostigus,3492,44.05778,7.457222,sequences,7938,7678,7808,260,8000,16
Phyllopertha|horticola|(L.),COUN001138|5309,species,species,SCARABAEIDAE,Phyllopertha,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Pissodes|pini|(L.),COUN000508|2492,species,species,CURCULIONIDAE,Pissodes,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Pityogenes|bistridentatus|(Eich.),COUN000508|2492,species,species,SCOLYTIDAE,Pityogenes,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Pityokteines|curvidens|(Germ.),COUN000508|2492,species,species,SCOLYTIDAE,Pityokteines,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Plateumaris|discolor|(Panz.),COUN000508|2492,species,species,CHRYSOMELIDAE,Plateumaris,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Prosternon|tessellatum|(L.),COUN000508|2492,species,species,ELATERIDAE,Prosternon,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Pterostichus|bicolor|Aragona,COUN001138|5309,species,species,CARABIDAE,Pterostichus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Pterostichus|diligens|(Sturm),COUN000508|2492,species,species,CARABIDAE,Pterostichus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Pterostichus|diligens|(Sturm),COUN001138|5307,species,species,CARABIDAE,Pterostichus,5307,44.78361,6.288611,sequences,8159,7811,7985,348,8000,16
Pterostichus|diligens|(Sturm),COUN001138|5308,species,species,CARABIDAE,Pterostichus,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Pterostichus|diligens|(Sturm),COUN001138|5309,species,species,CARABIDAE,Pterostichus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Pytho|depressus|(L.),COUN000508|2492,species,species,PYTHIDAE,Pytho,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Quedius|punctatellus|(Heer),COUN000508|2492,species,species,STAPHYLINIDAE,Quedius,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Rhizophagus|dispar|(Payk.),COUN000508|2492,species,species,RHIZOPHAGIDAE,Rhizophagus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Selatosomus|aeneus|(L.),COUN000508|2492,species,species,ELATERIDAE,Selatosomus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Serica|brunna|(L.),COUN001138|5308,species,species,SCARABAEIDAE,Serica,5308,44.78361,6.288611,sequences,7957,7587,7772,370,8000,16
Silpha|tyrolensis|Laich.,COUN000508|2492,species,species,SILPHIDAE,Silpha,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Stenus|brunnipes|Steph.,COUN000508|2492,species,species,STAPHYLINIDAE,Stenus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Stenus|tarsalis|Ljungh,COUN000508|2492,species,species,STAPHYLINIDAE,Stenus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Stictotarsus|griseostriatus|(Deg.),COUN000747|3491,species,species,DYTISCIDAE,Stictotarsus,3491,44.05778,7.457222,sequences,7762,7521,7641.5,241,8000,16
Tachinus|elongatus|Gyll.,COUN000508|2492,species,species,STAPHYLINIDAE,Tachinus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Tachinus|elongatus|Gyll.,COUN000747|3492,species,species,STAPHYLINIDAE,Tachinus,3492,44.05778,7.457222,sequences,7938,7678,7808,260,8000,16
Tetartopaeus|terminatus|(Grav.),COUN000508|2492,species,species,STAPHYLINIDAE,Tetartopaeus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Tetartopaeus|terminatus|(Grav.),COUN001138|5309,species,species,STAPHYLINIDAE,Tetartopaeus,5309,44.78361,6.288611,sequences,7824,7437,7630.5,387,8000,16
Trichotichnus|nitens|(Heer),COUN000508|2492,species,species,CARABIDAE,Trichotichnus,2492,45.04333,5.929167,sequences,8044,7363,7703.5,681,8000,16
Acidota|crenata|(F.),COUN000508|2491,species,species,STAPHYLINIDAE,Acidota,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Acidota|crenata|(F.),COUN001138|5305,species,species,STAPHYLINIDAE,Acidota,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Adalia|bipunctata|(L.),COUN000508|2491,species,species,COCCINELLIDAE,Adalia,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Agabus|bipustulatus|(L.),COUN000747|3493,species,species,DYTISCIDAE,Agabus,3493,44.057777,7.457222,sequences,8171,7885,8028,286,8500,17
Agabus|bipustulatus|(L.),COUN000747|3494,species,species,DYTISCIDAE,Agabus,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Agabus|bipustulatus|(L.),COUN000747|3495,species,species,DYTISCIDAE,Agabus,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
Anotylus|complanatus|(Er.),COUN001138|5306,species,species,STAPHYLINIDAE,Anotylus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Anthonomus|phyllocola|(Hbst.),COUN000508|2491,species,species,CURCULIONIDAE,Anthonomus,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Anthophagus|alpestris|Heer,COUN001138|5306,species,species,STAPHYLINIDAE,Anthophagus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Anthophagus|bicornis|(Block),COUN000508|2491,species,species,STAPHYLINIDAE,Anthophagus,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Anthophagus|bicornis|(Block),COUN001138|5306,species,species,STAPHYLINIDAE,Anthophagus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Aphodius|abdominalis|Bonelli,COUN000508|2491,species,species,SCARABAEIDAE,Aphodius,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Aphodius|abdominalis|Bonelli,COUN000747|3493,species,species,SCARABAEIDAE,Aphodius,3493,44.057777,7.457222,sequences,8171,7885,8028,286,8500,17
Aphodius|abdominalis|Bonelli,COUN000747|3494,species,species,SCARABAEIDAE,Aphodius,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Aphodius|abdominalis|Bonelli,COUN000747|3495,species,species,SCARABAEIDAE,Aphodius,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
Aphodius|abdominalis|Bonelli,COUN001138|5305,species,species,SCARABAEIDAE,Aphodius,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Aphodius|abdominalis|Bonelli,COUN001138|5306,species,species,SCARABAEIDAE,Aphodius,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Bembidion|bipunctatum|(L.),COUN001138|5306,species,species,CARABIDAE,Bembidion,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Calathus|micropterus|(Duft.),COUN000508|2491,species,species,CARABIDAE,Calathus,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Cantharis|tristis|F.,COUN001138|5305,species,species,CANTHARIDAE,Cantharis,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Cantharis|tristis|F.,COUN001138|5306,species,species,CANTHARIDAE,Cantharis,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Chilocorus|bipustulatus|(L.),COUN000508|2491,species,species,COCCINELLIDAE,Chilocorus,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Curculio|nucum|L.,COUN001138|5306,species,species,CURCULIONIDAE,Curculio,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Dalopius|marginatus|(L.),COUN000508|2491,species,species,ELATERIDAE,Dalopius,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Dascillus|cervinus|(L.),COUN001138|5306,species,species,DASCILLIDAE,Dascillus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Dasytes|caeruleus|(Deg.),COUN000747|3493,species,species,MELYRIDAE,Dasytes,3493,44.057777,7.457222,sequences,8171,7885,8028,286,8500,17
Dasytes|caeruleus|(Deg.),COUN000747|3494,species,species,MELYRIDAE,Dasytes,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Donacia|aquatica|(L.),COUN000508|2491,species,species,CHRYSOMELIDAE,Donacia,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Donacia|obscura|Gyll.,COUN000508|2491,species,species,CHRYSOMELIDAE,Donacia,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Dryophilus|pusillus|(Gyll.),COUN000747|3493,species,species,ANOBIIDAE,Dryophilus,3493,44.057777,7.457222,sequences,8171,7885,8028,286,8500,17
Dryophilus|pusillus|(Gyll.),COUN000747|3494,species,species,ANOBIIDAE,Dryophilus,3494,44.057777,7.457222,sequences,8480,8150,8315,330,8500,17
Dryophilus|pusillus|(Gyll.),COUN000747|3495,species,species,ANOBIIDAE,Dryophilus,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
Enochrus|fuscipennis|(Thoms.),COUN000508|2491,species,species,HYDROPHILIDAE,Enochrus,2491,45.043335,5.929167,sequences,8290,7767,8028.5,523,8500,17
Euheptaulacus|carinatus|(Germ.),COUN001138|5305,species,species,SCARABAEIDAE,Euheptaulacus,5305,44.78361,6.288611,sequences,8498,8178,8338,320,8500,17
Euheptaulacus|carinatus|(Germ.),COUN001138|5306,species,species,SCARABAEIDAE,Euheptaulacus,5306,44.78361,6.288611,sequences,8295,7959,8127,336,8500,17
Gastrophysa|viridula|(Deg.),COUN000747|3495,species,species,CHRYSOMELIDAE,Gastrophysa,3495,44.057777,7.457222,sequences,8662,8305,8483.5,357,8500,17
